"1879051405","1879058304","The Deadly Package: Agent of the Darguul","5","null","1","Tangleroot Gorge","Inner Splinterskull Fortress","Tangleroot Gorge","Party","House Phiarlan","476","846","900","953","0","0","0","0","25","null","null"
"1879051406","1879057422","Whisperdoom's Spawn","4","null","1","Tangleroot Gorge","Outer Splinterskull Fortress","Tangleroot Gorge","Party","House Phiarlan","674","1209","1294","1380","0","0","0","0","40","null","null"
"1879051424","1879057422","First Strike","3","null","1","Tangleroot Gorge","Outer Splinterskull Fortress","Tangleroot Gorge","Party","House Phiarlan","429","772","828","884","0","0","0","0","30","null","null"
"1879051430","1879057422","The Hobgoblins' Captives","3","null","1","Tangleroot Gorge","Outer Splinterskull Fortress","Tangleroot Gorge","Party","House Phiarlan","456","820","880","940","0","0","0","0","30","null","null"
"1879051442","1879058304","The Last Move: Yarkuch's Last Stand","7","null","1","Tangleroot Gorge","Inner Splinterskull Fortress","Tangleroot Gorge","Party","House Phiarlan","708","1252","1324","1396","0","0","0","0","30","null","null"
"1879051444","1879057422","Yarkuch's War-plans","4","null","1","Tangleroot Gorge","Outer Splinterskull Fortress","Tangleroot Gorge","Party","House Phiarlan","597","1070","1145","1220","0","0","0","0","35","null","null"
"1879051453","1879058304","Doom of the Witch-doctor: Zulkash, Herald of Woe","6","null","1","Tangleroot Gorge","Inner Splinterskull Fortress","Tangleroot Gorge","Party","House Phiarlan","726","1290","1369","1448","0","0","0","0","35","null","null"
"1879051519","1879061789","The Mystery of Delera's Tomb","5","27","1","Delera's Tomb","Delera's Antechamber","Delera's Graveyard","Party","House Jorasco","975","1742","1860","1977","11785","14486","14662","14837","55","null","null"
"1879051535","1879059487","Guard Duty","5","null","1","Three-Barrel Cove","Aboard the 'Sea Witch'","Three Barrel Cove","Party","The Free Agents","709","1266","1350","1433","0","0","0","0","25","null","null"
"1879051551","1879059204","The Scoundrel's Run","7","null","1","Three-Barrel Cove","Scoundrel's Run","Three Barrel Cove","Party","The Free Agents","1500","2660","2820","2980","0","0","0","0","40","null","null"
"1879051587","1879058759","The Kobolds' Den: Clan Gnashtooth","3","null","0","null","Clan Gnashtooth Lair","Harbor","Party","The Coin Lords","588","1060","1140","1220","0","0","0","0","50","null","null"
"1879051590","1879058760","The Kobold's Den: Rescuing Arlos","3","null","0","null","Clan Gnashtooth Prison","Harbor","Party","The Coin Lords","746","1348","1452","1556","0","0","0","0","65","null","null"
"1879051629","1879058761","Venn's Trail: Clan Tunnelworm","4","null","0","null","Clan Tunnelworm Lair","Harbor","Party","The Coin Lords","1000","1798","1929","2060","0","0","0","0","70","null","null"
"1879051631","1879058762","Venn's Trail: Venn's Fate","4","null","0","null","Clan Tunnelworm Prison","Harbor","Party","The Coin Lords","496","888","949","1010","0","0","0","0","35","null","null"
"1879051712","1879061791","Valak's Mausoleum","6","null","1","Delera's Tomb","Valak's Mausoleum","Delera's Graveyard","Party","House Jorasco","900","1600","1700","1800","0","0","0","0","30","null","null"
"1879051717","1879062185","Free Delera","7","27","1","Delera's Tomb","Delera's Tomb","Delera's Graveyard","Party","House Jorasco","1212","2148","2276","2404","12122","15062","15254","15446","60","null","null"
"1879051736","1879059103","The Cloven-jaw Scourge: Blockade","3","null","1","The Seal of Shan-To-Kor","The Kobolds' Blockade","Seal of Shan To Kor","Party","The Coin Lords","632","1140","1226","1313","0","0","0","0","65","null","null"
"1879051737","1879059445","The Cloven-jaw Scourge: Caverns of Shaagh","4","null","1","The Seal of Shan-To-Kor","Caverns of Shaagh","Seal of Shan To Kor","Party","The Coin Lords","1039","1868","2004","2140","0","0","0","0","85","null","null"
"1879051738","1879059124","The Sacred Helm","3","null","1","The Seal of Shan-To-Kor","Cloven-Jaw Stronghold","Seal of Shan To Kor","Party","The Coin Lords","689","1244","1339","1434","0","0","0","0","55","null","null"
"1879051741","1879059200","Halls of Shan-To-Kor","5","null","1","The Seal of Shan-To-Kor","The Halls of Shan-To-Kor","Seal of Shan To Kor","Party","The Coin Lords","1120","2004","2140","2276","0","0","0","0","85","null","null"
"1879051771","1879062185","Return to Delera's Tomb","6","27","1","Delera's Tomb","Delera's Tomb","Delera's Graveyard","Party","House Jorasco","60","100","100","100","8089","8150","8150","8150","0","null","null"
"1879051782","1879061790","The Missing Party","7","27","1","Delera's Tomb","Delera's Reliquary","Delera's Graveyard","Party","House Jorasco","2568","4558","4837","5116","16868","23198","23616","24034","110","null","null"
"1879051783","1879062184","Thrall of the Necromancer","8","27","1","Delera's Tomb","Necromancer's Lair","Delera's Graveyard","Party","House Jorasco","2613","4622","4888","5154","16469","22514","22913","23312","105","null","null"
"1879051981","1879058805","The Smuggler's Gem","1","null","0","null","Smuggler's Warehouse","null","Party","null","276","500","540","580","0","0","0","0","30","null","null"
"1879052123","1879058702","Return to the Sanctuary","3","23","1","The Catacombs","The Sanctuary","Catacombs","Party","The Silver Flame","552","996","1070","1145","10173","11734","11846","11958","40","null","null"
"1879052218","1879061459","Secure the Area","10","null","1","The Ruins of Threnal","The Western Ruins","Threnal","Party","House Phiarlan","1226","2152","2260","2368","0","0","0","0","45","null","null"
"1879052220","1879061458","The Library of Threnal","9","null","1","The Ruins of Threnal","The Library of Threnal","Threnal","Party","House Phiarlan","522","916","961","1006","0","0","0","0","20","null","null"
"1879052226","1879061458","Escort the Expedition","10","null","1","The Ruins of Threnal","The Library of Threnal","Threnal","Party","House Phiarlan","3242","5698","5993","6288","0","0","0","0","130","null","null"
"1879052228","1879061458","Hold for Reinforcements","10","null","1","The Ruins of Threnal","The Library of Threnal","Threnal","Party","House Phiarlan","448","784","820","856","0","0","0","0","15","null","null"
"1879052230","1879061460","The Missing Expedition","9","null","1","The Ruins of Threnal","The Southern Ruins","Threnal","Party","House Phiarlan","978","1720","1810","1900","0","0","0","0","45","null","null"
"1879052266","1879058763","The Old Archives","3","23","0","null","Library Archives","Catacombs","Party","The Silver Flame","456","820","880","940","9763","11030","11120","11210","30","null","null"
"1879052267","1879058764","The Crypt of Gerard Dryden","3","23","1","The Catacombs","Dryden Family Tomb","Catacombs","Party","The Silver Flame","592","1068","1148","1229","10340","12022","12143","12264","55","null","null"
"1879052343","1879058702","The Friar's Niece","3","23","1","The Catacombs","The Sanctuary","Catacombs","Party","The Silver Flame","288","516","550","585","9057","9814","9866","9917","20","null","null"
"1879052395","1879061466","The Fane of the Six: Cleansing the Temple","9","null","1","Sorrowdusk Isle","Sorrowdusk Temple","Sorrowdusk Isle","Party","House Deneith","1100","1936","2038","2140","0","0","0","0","45","null","null"
"1879052398","1879061473","The Sanctum: Quench the Flames","10","null","1","Sorrowdusk Isle","Fane of the Six","Sorrowdusk Isle","Party","House Deneith","1161","2038","2140","2242","0","0","0","0","45","null","null"
"1879052404","1879061473","The Sanctum: Church of the Fury","10","null","1","Sorrowdusk Isle","Fane of the Six","Sorrowdusk Isle","Party","House Deneith","1161","2038","2140","2242","0","0","0","0","45","null","null"
"1879052424","1879061466","The Fane of the Six: Fall of the Prelate","9","null","1","Sorrowdusk Isle","Sorrowdusk Temple","Sorrowdusk Isle","Party","House Deneith","1161","2044","2152","2260","0","0","0","0","45","null","null"
"1879052428","1879061467","The Temple Outpost: Captives of the Cult","8","null","1","Sorrowdusk Isle","The Temple Outpost","Sorrowdusk Isle","Party","House Deneith","808","1426","1504","1582","0","0","0","0","45","null","null"
"1879052433","1879061467","The Temple Outpost: The Libram of the Six","8","null","1","Sorrowdusk Isle","The Temple Outpost","Sorrowdusk Isle","Party","House Deneith","981","1732","1828","1924","0","0","0","0","45","null","null"
"1879052471","1879061464","The Grey Moon's Den: The Trollish Scourge","7","null","1","Sorrowdusk Isle","Grey Moon's Den","Sorrowdusk Isle","Party","House Deneith","780","1380","1460","1540","0","0","0","0","40","null","null"
"1879052474","1879061464","The Grey Moon's Den: Extermination","7","null","1","Sorrowdusk Isle","Grey Moon's Den","Sorrowdusk Isle","Party","House Deneith","690","1220","1290","1360","0","0","0","0","35","null","null"
"1879052478","1879061465","The Iron Mines: Freeing Achka","6","null","1","Sorrowdusk Isle","The Iron Mines","Sorrowdusk Isle","Party","House Deneith","295","520","548","576","0","0","0","0","15","null","null"
"1879052480","1879061465","The Iron Mines: Justice for Grust","6","null","1","Sorrowdusk Isle","The Iron Mines","Sorrowdusk Isle","Party","House Deneith","496","880","932","984","0","0","0","0","30","null","null"
"1879052512","1879061486","Sorrowdusk Isle","7","null","0","null","Sorrowdusk Isle","null","Party","null","96","164","168","172","0","0","0","0","5","null","null"
"1879052559","1879058767","Endgame: The Archbishop's Fate","4","23","1","The Catacombs","Dryden's Chamber","Catacombs","Party","The Silver Flame","117","204","212","220","3182","8534","8546","8558","5","null","null"
"1879052560","1879058765","Setting the Wards: The Lower Cathedral","3","23","1","The Catacombs","Lower Cathedral","Catacombs","Party","The Silver Flame","456","820","880","940","9763","11030","11120","11210","30","null","null"
"1879052561","1879058766","Setting the Wards: The Patriarchs' Crypt","3","23","1","The Catacombs","The Patriarch's Crypt","Catacombs","Party","The Silver Flame","508","916","984","1052","9987","11414","11516","11618","30","null","null"
"1879052574","1879061807","Endgame: Marguerite","3","23","1","The Catacombs","Eastern Catacombs","Catacombs","Party","The Silver Flame","324","580","620","660","9205","10070","10130","10190","20","null","null"
"1879052672","1879061459","In Need of Supplies","8","null","1","The Ruins of Threnal","The Western Ruins","Threnal","Party","House Phiarlan","444","780","820","860","0","0","0","0","20","null","null"
"1879052673","1879061459","The Rescue","8","null","1","The Ruins of Threnal","The Western Ruins","Threnal","Party","House Phiarlan","1692","2990","3160","3330","0","0","0","0","75","null","null"
"1879053859","1879061475","Big Trouble","7","null","0","null","The Ruins of Threnal","null","Party","null","204","356","372","388","0","0","0","0","15","null","null"
"1879054318","1879061453","The Giants' Lair","9","null","1","The Ruins of Threnal","The Giants' Lair","null","Party","null","243","424","442","460","0","0","0","0","15","null","null"
"1879054322","1879061455","The Giant Lieutenants","9","null","1","The Ruins of Threnal","The Brutes' Barracks","null","Party","null","264","460","480","500","0","0","0","0","15","null","null"
"1879054439","1879061454","The Giants' Supplies","10","null","1","The Ruins of Threnal","The Flame Lord's Haven","null","Party","null","276","480","500","520","0","0","0","0","15","null","null"
"1879054747","1879061460","Entering the Gate Chamber","9","null","1","The Ruins of Threnal","The Southern Ruins","Threnal","Party","House Phiarlan","1284","2260","2380","2500","0","0","0","0","60","null","null"
"1879054887","1879061457","The Gate Chamber","10","null","1","The Ruins of Threnal","Gate of the Black Moon","Threnal","Party","House Phiarlan","384","670","700","730","0","0","0","0","15","null","null"
"1879056314","1879058780","Kobold Assault","3","null","0","null","Gladewatch Outpost","Harbor","Party","The Coin Lords","733","1324","1426","1528","0","0","0","0","45","null","null"
"1879056866","1879058757","The Kobolds' New Ringleader","2","null","0","null","Bonebite Hideout","Harbor","Party","The Coin Lords","684","1244","1348","1452","0","0","0","0","60","null","null"
"1879057233","1879058847","Dread Wraith Cometh","5","null","0","null","Undead Attack!","null","Party","null","372","660","700","740","0","0","0","0","30","null","null"
"1879057359","1879058138","Tangleroot Gorge","1","null","1","Tangleroot Gorge","Tangleroot Gorge","null","Party","null","276","500","540","580","0","0","0","0","30","null","null"
"1879057771","1879058865","The Swiped Signet","3","null","0","null","Quickfoot Hideout","Marketplace","Party","The Free Agents","746","1348","1452","1556","0","0","0","0","65","null","null"
"1879057788","1879057422","The Deadly Package: The Stronghold Key","5","null","1","Tangleroot Gorge","Outer Splinterskull Fortress","Tangleroot Gorge","Party","House Phiarlan","767","1369","1460","1550","0","0","0","0","40","null","null"
"1879057790","1879057422","Doom of the Witch-doctor: The Way to Zulkash","6","null","1","Tangleroot Gorge","Outer Splinterskull Fortress","Tangleroot Gorge","Party","House Phiarlan","687","1220","1294","1369","0","0","0","0","35","null","null"
"1879057791","1879057422","The Last Move: The Way to Yarkuch","7","null","1","Tangleroot Gorge","Outer Splinterskull Fortress","Tangleroot Gorge","Party","House Phiarlan","348","612","644","676","0","0","0","0","15","null","null"
"1879057949","1879058798","Mirra's Sleepless Nights","6","null","0","null","Parthilcar Tower Crypt","House Jorasco Enclave","Party","House Jorasco","429","760","804","848","0","0","0","0","30","null","null"
"1879058447","1879058829","Freshen The Air","4","null","0","null","Troglodyte's Clutch","Marketplace","Party","The Free Agents","559","1001","1070","1140","0","0","0","0","40","null","null"
"1879058475","1879058802","Garrison's Missing Pack","2","null","0","null","The Scavenger's Warren","Harbor","Party","The Coin Lords","420","760","820","880","0","0","0","0","50","null","null"
"1879058532","1879058803","Redfang the Unruled","3","null","0","null","Redfang's Nesting Grounds","Marketplace","Party","The Free Agents","416","748","802","856","0","0","0","0","45","null","null"
"1879058614","1879058835","Irestone Inlet","4","null","0","null","Irestone Inlet","Harbor","Party","The Coin Lords","837","1504","1612","1720","0","0","0","0","90","null","null"
"1879058621","1879058780","Gladewatch Outpost Defense","6","null","0","null","Gladewatch Outpost","Marketplace","Party","House Deneith","916","1630","1732","1834","0","0","0","0","45","null","null"
"1879058647","1879058758","The Waterworks","3","null","0","null","The Waterworks","null","Party","null","324","580","620","660","0","0","0","0","30","null","null"
"1879058725","1879058768","The Collaborator","1","null","0","null","The Wavecrest Tavern","Korthos Island","Party","The Coin Lords","384","700","760","820","0","0","0","0","50","null","null"
"1879058727","1879058768","The Collaborator","1","null","0","null","The Wavecrest Tavern","Harbor","Solo","The Coin Lords","204","366","393","420","0","0","0","0","20","null","null"
"1879058729","1879064052","Protect Baudry's Interests","2","null","0","null","Cartamon's Shipping Warehouse","Harbor","Party","The Free Agents","228","408","436","464","0","0","0","0","15","null","null"
"1879058733","1879058790","Stop Hazadill's Shipment","2","null","0","null","Hazadill's Shipping Warehouse","Harbor","Party","The Free Agents","204","364","388","412","0","0","0","0","20","null","null"
"1879058736","1879058790","Retrieve the Stolen Goods","2","null","0","null","Hazadill's Shipping Warehouse","Harbor","Party","The Free Agents","348","628","676","724","0","0","0","0","30","null","null"
"1879058737","1879063818","The Miller's Debt","2","null","0","null","Miller Tarrigan's House","Harbor","Solo","The Coin Lords","192","342","364","386","0","0","0","0","15","null","null"
"1879058740","1879063815","The Cannith Crystal","1","null","0","null","Korthos Hall","Korthos Island","Party","House Deneith","124","220","232","244","0","0","0","0","10","null","null"
